Type,Field,Genotype,Block,Length,Width,Area,Weight
Triticum aestivum,Field_1,CV_2,I,5.73,2.65,10.74,23.06
Triticum aestivum,Field_1,CV_2,I,4.63,2.32,7.98,15.57
Triticum aestivum,Field_1,CV_2,I,6.16,2.84,13.68,31.76
Triticum aestivum,Field_1,CV_2,I,7.07,3.08,15.79,38.38
Triticum aestivum,Field_1,CV_2,I,6.95,3.11,16.8,41.69
Triticum aestivum,Field_1,CV_2,I,6.8,3.96,20.76,55.13
Triticum aestivum,Field_1,CV_2,I,6.55,3.38,17.82,45.06
Triticum aestivum,Field_1,CV_2,I,6.19,3.37,15.71,38.15
Triticum aestivum,Field_1,CV_2,I,6.72,3.65,18.81,48.4
Triticum aestivum,Field_1,CV_2,I,6.82,3.57,18.32,46.72
Triticum aestivum,Field_1,CV_2,I,6.36,3.85,18.28,46.6
Triticum aestivum,Field_1,CV_2,I,6.81,2.92,13.86,32.3
Triticum aestivum,Field_1,CV_2,I,6.53,4.14,21.22,56.75
Triticum aestivum,Field_1,CV_2,I,6.45,3.37,16.87,41.89
Triticum aestivum,Field_1,CV_2,I,5.8,2.6,11.32,24.74
Triticum aestivum,Field_1,CV_2,I,6.38,2.9,13.33,30.7
Triticum aestivum,Field_1,CV_2,I,7.29,3.65,20.33,53.62
Triticum aestivum,Field_1,CV_2,I,7.0,3.61,19.79,51.74
Triticum aestivum,Field_1,CV_2,I,6.19,3.42,15.8,38.44
Triticum aestivum,Field_1,CV_2,I,6.92,3.68,19.46,50.61
Triticum aestivum,Field_1,CV_2,I,6.53,3.73,18.8,48.37
Triticum aestivum,Field_1,CV_2,I,4.84,2.63,9.76,20.32
Triticum aestivum,Field_1,CV_2,I,5.47,3.11,13.08,29.92
Triticum aestivum,Field_1,CV_2,I,6.02,2.79,12.32,27.64
Triticum aestivum,Field_1,CV_2,I,6.49,3.67,18.64,47.8
Triticum aestivum,Field_1,CV_2,I,6.5,3.69,18.84,48.49
Triticum aestivum,Field_1,CV_2,I,6.98,3.57,18.75,48.19
Triticum aestivum,Field_1,CV_2,I,5.01,2.84,10.56,22.56
Triticum aestivum,Field_1,CV_2,I,6.19,3.27,16.19,39.69
Triticum aestivum,Field_1,CV_2,I,6.55,3.09,14.99,35.84
Triticum aestivum,Field_1,CV_2,I,7.03,3.89,20.91,55.66
Triticum aestivum,Field_1,CV_2,I,6.75,3.69,19.32,50.12
Triticum aestivum,Field_1,CV_2,I,6.39,3.4,16.41,40.38
Triticum aestivum,Field_1,CV_2,I,7.16,3.91,21.96,59.37
Triticum aestivum,Field_1,CV_2,I,6.17,4.19,20.49,54.17
Triticum aestivum,Field_1,CV_2,I,6.55,3.51,17.68,44.58
Triticum aestivum,Field_1,CV_2,I,5.98,2.75,12.08,26.96
Triticum aestivum,Field_1,CV_2,I,6.93,3.68,19.88,52.08
Triticum aestivum,Field_1,CV_2,I,6.83,3.28,17.72,44.7
Triticum aestivum,Field_1,CV_2,I,6.03,3.79,16.99,42.3
Triticum aestivum,Field_1,CV_2,I,6.08,3.04,13.51,31.24
Triticum aestivum,Field_1,CV_2,I,6.42,4.19,20.36,53.74
Triticum aestivum,Field_1,CV_2,I,4.64,2.63,9.15,18.65
Triticum aestivum,Field_1,CV_2,I,6.7,3.55,17.76,44.85
Triticum aestivum,Field_1,CV_2,I,6.7,3.3,17.16,42.85
Triticum aestivum,Field_1,CV_2,I,6.52,2.69,13.23,30.38
Triticum aestivum,Field_1,CV_2,I,4.95,2.99,11.08,24.05
Triticum aestivum,Field_1,CV_2,I,5.89,3.91,17.43,43.76
Triticum aestivum,Field_1,CV_2,I,6.17,3.04,14.41,34.03
Triticum aestivum,Field_1,CV_2,I,6.25,2.86,13.71,31.84
Triticum aestivum,Field_1,CV_2,I,5.55,2.52,10.38,22.04
Triticum aestivum,Field_1,CV_2,I,7.21,4.03,21.84,58.96
Triticum aestivum,Field_1,CV_2,I,6.34,3.22,15.37,37.05
Triticum aestivum,Field_1,CV_2,I,6.9,3.44,18.6,47.68
Triticum aestivum,Field_1,CV_2,I,5.96,2.98,13.13,30.08
Triticum aestivum,Field_1,CV_2,I,6.8,3.81,19.66,51.31
Triticum aestivum,Field_1,CV_2,I,6.44,2.9,13.35,30.76
Triticum aestivum,Field_1,CV_2,I,6.94,3.15,16.04,39.21
Triticum aestivum,Field_1,CV_2,I,6.57,3.16,16.33,40.15
Triticum aestivum,Field_1,CV_2,I,5.78,2.82,12.28,27.54
Triticum aestivum,Field_1,CV_2,I,6.73,3.65,17.9,45.32
Triticum aestivum,Field_1,CV_2,I,5.8,2.72,11.64,25.66
Triticum aestivum,Field_1,CV_2,I,6.44,3.66,17.82,45.06
Triticum aestivum,Field_1,CV_2,I,6.95,4.25,21.12,56.41
Triticum aestivum,Field_1,CV_2,I,6.19,3.22,15.17,36.4
Triticum aestivum,Field_1,CV_2,I,6.82,3.72,19.06,49.25
Triticum aestivum,Field_1,CV_2,I,5.62,3.26,14.32,33.76
Triticum aestivum,Field_1,CV_2,I,5.55,3.76,15.99,39.04
Triticum aestivum,Field_1,CV_2,I,6.89,3.63,19.73,51.56
Triticum aestivum,Field_1,CV_2,I,5.26,2.74,11.14,24.2
Triticum aestivum,Field_1,CV_2,I,6.98,4.04,21.03,56.07
Triticum aestivum,Field_1,CV_2,I,5.78,2.78,12.03,26.8
Triticum aestivum,Field_1,CV_2,I,6.52,3.95,20.02,52.54
Triticum aestivum,Field_1,CV_2,I,6.9,3.51,18.54,47.47
Triticum aestivum,Field_1,CV_2,I,6.34,4.21,21.1,56.32
Triticum aestivum,Field_1,CV_2,I,6.97,3.73,19.89,52.11
Triticum aestivum,Field_1,CV_2,I,5.57,2.66,10.84,23.34
Triticum aestivum,Field_1,CV_2,I,5.96,3.3,15.08,36.12
Triticum aestivum,Field_1,CV_2,I,5.93,3.21,14.72,35.0
Triticum aestivum,Field_1,CV_2,I,7.2,3.87,21.67,58.36
Triticum aestivum,Field_1,CV_2,I,5.14,2.64,10.08,21.2
Triticum aestivum,Field_1,CV_2,I,6.19,3.84,18.31,46.69
Triticum aestivum,Field_1,CV_2,I,6.53,3.52,17.47,43.88
Triticum aestivum,Field_1,CV_2,I,6.38,3.76,18.9,48.7
Triticum aestivum,Field_1,CV_2,I,5.98,2.43,11.32,24.74
Triticum aestivum,Field_1,CV_2,I,6.2,3.25,15.07,36.09
Triticum aestivum,Field_1,CV_2,I,6.58,3.16,15.17,36.43
Triticum aestivum,Field_1,CV_2,I,5.68,2.94,12.27,27.51
Triticum aestivum,Field_1,CV_2,I,7.35,3.46,19.34,50.22
Triticum aestivum,Field_1,CV_2,I,6.5,3.97,19.21,49.76
Triticum aestivum,Field_1,CV_2,I,6.44,2.62,12.31,27.62
Triticum aestivum,Field_1,CV_2,I,6.53,3.45,17.32,43.38
Triticum aestivum,Field_1,CV_2,I,4.53,2.37,8.18,16.1
Triticum aestivum,Field_1,CV_2,I,6.64,3.57,19.01,49.06
Triticum aestivum,Field_1,CV_2,I,6.84,3.25,17.87,45.21
Triticum aestivum,Field_1,CV_2,I,5.91,2.45,10.81,23.27
Triticum aestivum,Field_1,CV_2,I,5.36,2.14,8.62,17.26
Triticum aestivum,Field_1,CV_2,I,5.98,2.78,13.01,29.71
Triticum aestivum,Field_1,CV_2,I,6.52,2.79,13.82,32.19
Triticum aestivum,Field_1,CV_2,I,6.28,2.87,13.49,31.19
Triticum aestivum,Field_1,CV_2,I,6.61,3.04,15.48,37.42
Triticum aestivum,Field_1,CV_2,I,7.08,2.62,13.76,32.0
Triticum aestivum,Field_1,CV_2,I,6.87,3.22,16.26,39.92
Triticum aestivum,Field_1,CV_2,I,6.79,3.94,20.84,55.41
Triticum aestivum,Field_1,CV_2,I,7.03,3.86,19.91,52.17
Triticum aestivum,Field_1,CV_2,I,6.3,3.17,15.78,38.35
Triticum aestivum,Field_1,CV_2,I,6.67,3.62,18.44,47.14
Triticum aestivum,Field_1,CV_2,I,6.48,3.5,17.14,42.79
Triticum aestivum,Field_1,CV_2,I,7.03,3.58,19.53,50.85
Triticum aestivum,Field_1,CV_2,I,4.7,2.34,8.41,16.7
Triticum aestivum,Field_1,CV_2,I,5.43,2.97,12.18,27.25
Triticum aestivum,Field_1,CV_2,I,4.72,2.59,9.0,18.27
Triticum aestivum,Field_1,CV_2,I,5.62,2.8,11.53,25.33
Triticum aestivum,Field_1,CV_2,I,6.29,3.65,18.29,46.63
Triticum aestivum,Field_1,CV_2,I,6.53,3.71,18.73,48.13
Triticum aestivum,Field_1,CV_2,I,6.26,3.64,18.34,46.81
Triticum aestivum,Field_1,CV_2,I,6.13,3.54,17.06,42.53
Triticum aestivum,Field_1,CV_2,I,6.5,3.47,16.8,41.69
Triticum aestivum,Field_1,CV_2,I,6.62,3.72,18.49,47.29
Triticum aestivum,Field_1,CV_2,I,6.53,3.13,15.1,36.18
Triticum aestivum,Field_1,CV_2,I,6.79,3.33,17.83,45.09
Triticum aestivum,Field_1,CV_2,I,6.7,3.47,17.08,42.59
Triticum aestivum,Field_1,CV_2,I,5.78,2.72,11.65,25.69
Triticum aestivum,Field_1,CV_2,I,6.61,2.81,13.79,32.11
Triticum aestivum,Field_1,CV_2,I,6.26,3.61,17.87,45.21
Triticum aestivum,Field_1,CV_2,I,6.61,3.66,18.56,47.53
Triticum aestivum,Field_1,CV_2,I,5.77,3.4,15.32,36.88
Triticum aestivum,Field_1,CV_2,I,6.57,3.32,16.88,41.95
Triticum aestivum,Field_1,CV_2,I,6.42,2.66,12.75,28.94
Triticum aestivum,Field_1,CV_2,I,6.42,3.69,18.49,47.29
Triticum aestivum,Field_1,CV_2,I,6.55,3.69,19.51,50.79
Triticum aestivum,Field_1,CV_2,I,6.48,3.48,17.64,44.47
Triticum aestivum,Field_1,CV_2,I,5.99,3.97,18.27,46.57
Triticum aestivum,Field_1,CV_2,I,6.61,3.93,19.57,51.01
Triticum aestivum,Field_1,CV_2,I,6.37,3.93,19.01,49.06
Triticum aestivum,Field_1,CV_2,I,4.17,2.38,7.53,14.41
Triticum aestivum,Field_1,CV_2,I,7.17,3.81,20.27,53.4
Triticum aestivum,Field_1,CV_2,I,6.61,3.4,16.43,40.47
Triticum aestivum,Field_1,CV_2,I,5.09,2.54,9.69,20.15
Triticum aestivum,Field_1,CV_2,I,6.92,3.62,19.67,51.34
Triticum aestivum,Field_1,CV_2,I,6.21,3.16,15.67,38.01
Triticum aestivum,Field_1,CV_2,I,6.31,2.57,12.17,27.22
Triticum aestivum,Field_1,CV_2,I,6.61,3.33,17.15,42.82
Triticum aestivum,Field_1,CV_2,I,6.63,3.61,18.96,48.88
Triticum aestivum,Field_1,CV_2,I,6.44,3.48,17.35,43.5
Triticum aestivum,Field_1,CV_2,I,6.72,3.4,17.45,43.82
Triticum aestivum,Field_1,CV_2,I,6.57,2.78,13.84,32.25
Triticum aestivum,Field_1,CV_2,I,5.89,2.73,12.33,27.69
Triticum aestivum,Field_1,CV_2,I,5.89,2.69,11.91,26.44
Triticum aestivum,Field_1,CV_2,I,6.48,3.68,19.03,49.12
Triticum aestivum,Field_1,CV_2,I,5.73,2.81,11.65,25.69
Triticum aestivum,Field_1,CV_2,I,6.85,3.29,17.08,42.59
Triticum aestivum,Field_1,CV_2,I,6.04,3.12,14.93,35.64
Triticum aestivum,Field_1,CV_2,I,5.87,2.62,11.89,26.39
Triticum aestivum,Field_1,CV_2,I,6.83,3.7,19.49,50.7
Triticum aestivum,Field_1,CV_2,I,6.31,3.69,18.38,46.93
Triticum aestivum,Field_1,CV_2,I,6.33,3.12,15.54,37.59
Triticum aestivum,Field_1,CV_2,I,6.04,2.78,12.54,28.3
Triticum aestivum,Field_1,CV_2,I,6.5,3.12,14.94,35.7
Triticum aestivum,Field_1,CV_2,I,6.62,3.91,20.03,52.57
Triticum aestivum,Field_1,CV_2,I,6.5,3.54,18.03,45.77
Triticum aestivum,Field_1,CV_2,I,6.07,2.98,13.45,31.05
Triticum aestivum,Field_1,CV_2,I,6.29,2.93,13.78,32.08
Triticum aestivum,Field_1,CV_2,I,4.58,1.92,6.58,12.07
Triticum aestivum,Field_1,CV_2,I,6.2,3.21,15.22,36.57
Triticum aestivum,Field_1,CV_2,I,7.44,2.93,16.72,41.4
Triticum aestivum,Field_1,CV_2,I,5.36,3.37,14.01,32.77
Triticum aestivum,Field_1,CV_2,I,5.07,1.96,7.37,14.03
Triticum aestivum,Field_1,CV_2,I,5.09,2.81,10.72,23.01
Triticum aestivum,Field_1,CV_2,I,5.94,3.58,16.32,40.1
Triticum aestivum,Field_1,CV_2,I,6.61,4.0,19.23,49.82
Triticum aestivum,Field_1,CV_2,I,6.84,3.71,19.83,51.89
Triticum aestivum,Field_1,CV_2,I,6.46,3.68,18.85,48.52
Triticum aestivum,Field_1,CV_2,I,4.77,2.51,9.12,18.58
Triticum aestivum,Field_1,CV_2,I,6.65,4.05,21.26,56.88
Triticum aestivum,Field_1,CV_2,I,6.25,3.63,17.03,42.41
Triticum aestivum,Field_1,CV_2,I,6.82,2.54,12.4,27.9
Triticum aestivum,Field_1,CV_2,I,6.76,4.08,20.68,54.85
Triticum aestivum,Field_1,CV_2,I,6.28,2.81,13.09,29.95
Triticum aestivum,Field_1,CV_2,I,5.8,2.69,12.01,26.75
Triticum aestivum,Field_1,CV_2,I,6.2,3.2,15.23,36.6
Triticum aestivum,Field_1,CV_2,I,6.87,3.58,18.86,48.55
Triticum aestivum,Field_1,CV_2,I,6.59,3.73,19.46,50.61
Triticum aestivum,Field_1,CV_2,I,6.44,3.55,17.3,43.32
Triticum aestivum,Field_1,CV_2,I,5.82,3.67,16.87,41.89
Triticum aestivum,Field_1,CV_2,I,6.81,2.78,13.63,31.62
Triticum aestivum,Field_1,CV_2,I,6.79,3.12,16.77,41.57
Triticum aestivum,Field_1,CV_2,I,6.86,3.91,19.66,51.31
Triticum aestivum,Field_1,CV_2,I,6.29,3.81,18.34,46.78
Triticum aestivum,Field_1,CV_2,I,6.17,2.9,13.56,31.4
Triticum aestivum,Field_1,CV_2,I,5.66,3.88,17.08,42.59
Triticum aestivum,Field_1,CV_2,I,6.8,4.38,22.71,62.07
Triticum aestivum,Field_1,CV_2,I,7.09,3.7,18.94,48.82
Triticum aestivum,Field_1,CV_2,I,6.26,3.45,16.54,40.82
Triticum aestivum,Field_1,CV_2,I,6.69,4.12,20.81,55.29
Triticum aestivum,Field_1,CV_2,I,6.5,3.9,19.65,51.25
Triticum aestivum,Field_1,CV_2,I,5.65,2.77,11.4,24.97
Triticum aestivum,Field_1,CV_2,I,6.0,3.22,15.03,35.98
Triticum aestivum,Field_1,CV_2,I,6.8,3.7,18.91,48.73
Triticum aestivum,Field_1,CV_2,I,6.76,4.2,22.05,59.68
Triticum aestivum,Field_1,CV_2,I,6.61,3.6,18.13,46.1
Triticum aestivum,Field_1,CV_2,I,5.98,2.93,13.63,31.59
Triticum aestivum,Field_1,CV_2,I,6.09,3.74,17.13,42.76
Triticum aestivum,Field_1,CV_2,I,6.62,2.83,14.18,33.32
Triticum aestivum,Field_1,CV_2,I,6.49,3.33,16.9,42.01
Triticum aestivum,Field_1,CV_2,I,6.57,3.06,15.14,36.32
Triticum aestivum,Field_1,CV_2,I,5.95,2.34,10.27,21.74
Triticum aestivum,Field_1,CV_2,I,6.55,3.56,18.4,46.99
Triticum aestivum,Field_1,CV_2,I,5.4,2.06,8.23,16.23
Triticum aestivum,Field_1,CV_2,I,5.17,2.76,10.81,23.27
Triticum aestivum,Field_1,CV_2,I,6.22,2.63,12.21,27.33
Triticum aestivum,Field_1,CV_2,I,6.99,3.49,18.92,48.76
Triticum aestivum,Field_1,CV_2,I,6.87,3.74,19.55,50.92
Triticum aestivum,Field_1,CV_2,I,6.8,3.51,18.54,47.47
Triticum aestivum,Field_1,CV_2,I,6.2,3.35,15.72,38.18
Triticum aestivum,Field_1,CV_2,I,6.49,3.77,19.05,49.22
Triticum aestivum,Field_1,CV_2,I,7.02,3.76,20.2,53.18
Triticum aestivum,Field_1,CV_2,I,7.2,3.87,20.89,55.57
Triticum aestivum,Field_1,CV_2,I,6.55,3.1,15.59,37.76
Triticum aestivum,Field_1,CV_2,I,5.78,2.84,12.55,28.33
Triticum aestivum,Field_1,CV_2,I,6.41,2.92,13.84,32.25
Triticum aestivum,Field_1,CV_2,I,6.2,3.62,16.34,40.18
Triticum aestivum,Field_1,CV_2,I,6.44,3.44,17.03,42.44
Triticum aestivum,Field_1,CV_2,I,7.03,3.86,20.92,55.69
Triticum aestivum,Field_1,CV_2,I,6.84,3.15,16.84,41.8
Triticum aestivum,Field_1,CV_2,I,6.82,3.85,20.84,55.41
Triticum aestivum,Field_1,CV_2,I,5.48,3.98,16.53,40.79
Triticum aestivum,Field_1,CV_2,I,6.43,3.31,15.8,38.44
Triticum aestivum,Field_1,CV_2,I,5.43,2.88,11.93,26.52
Triticum aestivum,Field_1,CV_2,I,6.5,2.89,13.97,32.66
Triticum aestivum,Field_1,CV_2,I,6.82,2.86,14.99,35.84
Triticum aestivum,Field_1,CV_2,I,6.44,3.5,17.76,44.85
Triticum aestivum,Field_1,CV_2,I,6.57,3.51,18.02,45.71
Triticum aestivum,Field_1,CV_2,I,6.53,3.21,16.25,39.9
Triticum aestivum,Field_1,CV_2,I,6.4,3.7,17.95,45.5
Triticum aestivum,Field_1,CV_2,I,6.44,3.55,17.94,45.44
Triticum aestivum,Field_1,CV_2,I,6.36,3.42,16.76,41.54
Triticum aestivum,Field_1,CV_2,I,5.8,2.87,12.46,28.06
Triticum aestivum,Field_1,CV_2,I,6.65,3.44,18.19,46.3
Triticum aestivum,Field_1,CV_2,I,6.31,3.74,18.59,47.65
Triticum aestivum,Field_1,CV_2,I,6.38,2.73,13.21,30.33
Triticum aestivum,Field_1,CV_2,I,5.95,2.95,13.48,31.16
Triticum aestivum,Field_1,CV_2,I,6.79,3.78,20.07,52.72
Triticum aestivum,Field_1,CV_2,I,6.65,4.13,21.06,56.19
Triticum aestivum,Field_1,CV_2,I,6.41,2.77,13.66,31.7
Triticum aestivum,Field_1,CV_2,I,6.73,4.0,20.45,54.05
Triticum aestivum,Field_1,CV_2,I,6.63,3.27,17.14,42.79
Triticum aestivum,Field_1,CV_2,I,5.86,2.62,11.2,24.38
Triticum aestivum,Field_1,CV_2,I,5.98,3.09,13.95,32.6
Triticum aestivum,Field_1,CV_2,I,6.14,2.74,12.7,28.78
Triticum aestivum,Field_1,CV_2,I,6.84,3.68,19.03,49.12
Triticum aestivum,Field_1,CV_2,I,5.67,3.26,13.9,32.44
Triticum aestivum,Field_1,CV_2,I,6.98,3.51,18.94,48.82
Triticum aestivum,Field_1,CV_2,I,6.37,3.93,19.88,52.05
Triticum aestivum,Field_1,CV_2,I,5.06,2.07,7.94,15.48
Triticum aestivum,Field_1,CV_2,I,6.61,2.95,14.41,34.03
Triticum aestivum,Field_1,CV_2,I,5.59,3.38,14.7,34.92
Triticum aestivum,Field_1,CV_2,I,6.69,3.31,16.49,40.67
Triticum aestivum,Field_1,CV_2,I,6.44,3.29,16.74,41.48
Triticum aestivum,Field_1,CV_2,I,6.94,3.49,19.28,50.0
Triticum aestivum,Field_1,CV_2,I,6.8,3.44,18.13,46.1
Triticum aestivum,Field_1,CV_2,I,6.59,4.06,21.04,56.1
Triticum aestivum,Field_1,CV_2,I,7.39,3.36,18.07,45.89
Triticum aestivum,Field_1,CV_2,I,6.48,4.11,20.09,52.78
Triticum aestivum,Field_1,CV_2,I,6.83,3.87,20.41,53.89
Triticum aestivum,Field_1,CV_2,I,7.03,3.69,20.3,53.52
Triticum aestivum,Field_1,CV_2,I,6.14,3.63,17.96,45.53
Triticum aestivum,Field_1,CV_2,I,6.5,4.03,20.89,55.6
Triticum aestivum,Field_1,CV_2,I,5.66,3.46,14.93,35.64
Triticum aestivum,Field_1,CV_2,I,7.26,3.69,20.37,53.77
Triticum aestivum,Field_1,CV_2,I,6.67,3.72,18.58,47.62
Triticum aestivum,Field_1,CV_2,I,6.97,4.13,21.32,57.1
Triticum aestivum,Field_1,CV_2,I,6.67,3.32,17.1,42.65
Triticum aestivum,Field_1,CV_2,I,7.11,3.5,19.21,49.76
Triticum aestivum,Field_1,CV_2,I,6.36,2.66,12.54,28.3
Triticum aestivum,Field_1,CV_2,I,6.6,2.98,15.17,36.4
Triticum aestivum,Field_1,CV_2,I,6.61,3.45,16.98,42.27
Triticum aestivum,Field_1,CV_2,I,6.39,4.16,20.14,52.97
Triticum aestivum,Field_1,CV_2,I,6.9,3.51,18.14,46.13
Triticum aestivum,Field_1,CV_2,I,6.55,3.59,17.93,45.41
Triticum aestivum,Field_1,CV_2,I,6.15,3.59,17.11,42.71
Triticum aestivum,Field_1,CV_2,I,5.53,2.98,12.74,28.91
Triticum aestivum,Field_1,CV_2,I,6.7,3.87,20.19,53.12
Triticum aestivum,Field_1,CV_2,I,6.97,3.38,18.04,45.8
Triticum aestivum,Field_1,CV_2,I,6.36,3.04,14.66,34.81
Triticum aestivum,Field_1,CV_2,I,7.07,3.77,19.81,51.83
Triticum aestivum,Field_1,CV_2,I,6.63,3.53,17.11,42.71
Triticum aestivum,Field_1,CV_2,I,7.03,3.4,18.2,46.33
Triticum aestivum,Field_1,CV_2,I,7.21,3.38,18.73,48.13
Triticum aestivum,Field_1,CV_2,I,4.7,2.15,7.37,14.03
Triticum aestivum,Field_1,CV_2,I,6.58,3.42,17.83,45.09
Triticum aestivum,Field_1,CV_2,I,6.63,3.49,18.23,46.42
Triticum aestivum,Field_1,CV_2,I,5.59,2.87,12.39,27.85
Triticum aestivum,Field_1,CV_2,I,6.32,3.96,18.91,48.73
Triticum aestivum,Field_1,CV_2,I,6.88,3.71,18.37,46.9
Triticum aestivum,Field_1,CV_2,I,6.7,2.77,13.95,32.6
Triticum aestivum,Field_1,CV_2,I,6.44,3.25,16.21,39.75
Triticum aestivum,Field_1,CV_2,I,6.85,4.51,23.66,65.52
Triticum aestivum,Field_1,CV_2,I,5.91,3.57,15.83,38.52
Triticum aestivum,Field_1,CV_2,I,6.67,2.91,14.74,35.06
Triticum aestivum,Field_1,CV_2,I,7.29,3.59,20.63,54.67
Triticum aestivum,Field_1,CV_2,I,6.17,2.66,12.29,27.56
Triticum aestivum,Field_1,CV_2,I,5.99,3.06,13.94,32.55
Triticum aestivum,Field_1,CV_2,I,6.53,2.51,12.25,27.46
Triticum aestivum,Field_1,CV_2,I,6.8,3.63,19.1,49.37
Triticum aestivum,Field_1,CV_2,I,5.95,3.32,14.81,35.28
Triticum aestivum,Field_1,CV_2,I,4.7,2.65,9.81,20.46
Triticum aestivum,Field_1,CV_2,I,6.97,3.91,20.48,54.14
Triticum aestivum,Field_1,CV_2,I,5.26,3.2,12.44,28.01
Triticum aestivum,Field_1,CV_2,I,5.93,3.25,14.55,34.45
Triticum aestivum,Field_1,CV_2,I,6.76,3.28,16.87,41.92
Triticum aestivum,Field_1,CV_2,I,6.79,4.06,20.7,54.92
Triticum aestivum,Field_1,CV_2,I,6.39,3.4,15.55,37.61
Triticum aestivum,Field_1,CV_2,I,6.45,3.04,15.35,36.99
Triticum aestivum,Field_1,CV_2,I,6.98,3.39,18.83,48.46
Triticum aestivum,Field_1,CV_2,I,6.76,2.92,14.86,35.42
Triticum aestivum,Field_1,CV_2,I,6.73,3.28,16.87,41.92
Triticum aestivum,Field_1,CV_2,I,6.23,4.04,19.93,52.23
Triticum aestivum,Field_1,CV_2,I,5.72,3.4,15.13,36.29
Triticum aestivum,Field_1,CV_2,I,6.79,3.47,18.35,46.84
Triticum aestivum,Field_1,CV_2,I,5.48,2.74,11.26,24.56
Triticum aestivum,Field_1,CV_2,I,6.52,3.21,15.82,38.49
Triticum aestivum,Field_1,CV_2,I,7.68,3.76,21.93,59.27
Triticum aestivum,Field_1,CV_2,I,6.01,3.33,15.26,36.71
Triticum aestivum,Field_1,CV_2,I,6.97,4.28,22.28,60.51
Triticum aestivum,Field_1,CV_2,I,6.96,4.0,21.48,57.66
Triticum aestivum,Field_1,CV_2,I,7.09,3.84,20.96,55.82
Triticum aestivum,Field_1,CV_2,I,6.5,3.05,14.63,34.72
Triticum aestivum,Field_1,CV_2,I,5.2,2.86,11.39,24.92
Triticum aestivum,Field_1,CV_2,I,6.98,3.4,17.74,44.79
Triticum aestivum,Field_1,CV_2,I,7.49,4.14,23.67,65.55
Triticum aestivum,Field_1,CV_2,I,5.44,2.84,11.57,25.46
Triticum aestivum,Field_1,CV_2,I,6.53,3.13,15.01,35.9
Triticum aestivum,Field_1,CV_2,I,7.09,3.97,21.06,56.19
Triticum aestivum,Field_1,CV_2,I,6.69,3.82,19.98,52.41
Triticum aestivum,Field_1,CV_2,I,6.55,4.44,21.49,57.7
Triticum aestivum,Field_1,CV_2,I,7.39,3.69,20.86,55.48
Triticum aestivum,Field_1,CV_2,I,6.7,3.24,16.64,41.16
Triticum aestivum,Field_1,CV_2,I,5.99,3.41,14.99,35.84
Triticum aestivum,Field_1,CV_2,I,6.99,3.53,19.44,50.55
Triticum aestivum,Field_1,CV_2,I,6.39,2.98,13.89,32.41
Triticum aestivum,Field_1,CV_2,I,6.45,3.83,19.13,49.49
Triticum aestivum,Field_1,CV_2,I,6.9,3.67,19.91,52.17
Triticum aestivum,Field_1,CV_2,I,6.11,2.61,11.94,26.54
Triticum aestivum,Field_1,CV_2,I,6.92,4.05,20.96,55.85
Triticum aestivum,Field_1,CV_2,I,6.73,3.71,18.99,49.0
Triticum aestivum,Field_1,CV_2,I,6.54,3.07,15.18,36.46
Triticum aestivum,Field_1,CV_2,I,6.62,3.76,18.77,48.25
Triticum aestivum,Field_1,CV_2,I,5.07,2.74,10.31,21.87
Triticum aestivum,Field_1,CV_2,I,6.95,3.96,21.21,56.72
Triticum aestivum,Field_1,CV_2,I,6.48,3.81,18.15,46.16
Triticum aestivum,Field_1,CV_2,I,6.67,3.45,17.64,44.44
Triticum aestivum,Field_1,CV_2,I,6.37,3.83,18.06,45.86
Triticum aestivum,Field_1,CV_2,I,6.7,4.35,21.58,58.04
Triticum aestivum,Field_1,CV_2,I,6.7,3.93,21.1,56.32
Triticum aestivum,Field_1,CV_2,I,6.62,3.36,17.31,43.35
Triticum aestivum,Field_1,CV_2,I,5.6,3.54,14.16,33.23
Triticum aestivum,Field_1,CV_2,I,5.85,4.32,18.69,47.98
Triticum aestivum,Field_1,CV_2,I,7.07,3.98,21.39,57.35
Triticum aestivum,Field_1,CV_2,I,4.94,2.47,9.07,18.46
Triticum aestivum,Field_1,CV_2,I,6.02,2.65,12.04,26.83
Triticum aestivum,Field_1,CV_2,I,6.78,2.8,14.75,35.09
Triticum aestivum,Field_1,CV_2,I,6.31,4.0,19.28,50.0
Triticum aestivum,Field_1,CV_2,I,6.73,3.66,19.23,49.82
Triticum aestivum,Field_1,CV_2,I,6.83,3.66,19.18,49.64
Triticum aestivum,Field_1,CV_2,I,4.91,2.96,11.2,24.38
Triticum aestivum,Field_1,CV_2,I,6.84,3.93,19.88,52.05
Triticum aestivum,Field_1,CV_2,I,6.28,2.64,12.86,29.26
Triticum aestivum,Field_1,CV_2,I,6.71,3.03,15.12,36.26
Triticum aestivum,Field_1,CV_2,I,6.55,3.77,19.2,49.73
Triticum aestivum,Field_1,CV_2,I,5.96,4.02,17.67,44.55
Triticum aestivum,Field_1,CV_2,I,6.82,2.7,14.1,33.07
Triticum aestivum,Field_1,CV_2,I,6.49,3.81,19.68,51.37
Triticum aestivum,Field_1,CV_2,I,5.87,3.92,17.41,43.7
Triticum aestivum,Field_1,CV_2,I,6.78,3.75,19.53,50.85
Triticum aestivum,Field_1,CV_2,I,5.63,2.96,12.38,27.83
Triticum aestivum,Field_1,CV_2,I,7.26,3.68,20.81,55.32
